poi_type,name,latitude,longitude
clinic,Поликлиника №17,55.6165055,37.7350467
mall,Белград,55.6046219,37.7123014
kindergarten,,55.6839716,37.5734071
clinic,Поликлиника №46 филиал №3,55.73788,37.6567449
clinic,Детская поликлиника,55.7340888,37.8610295
clinic,Главный военный клинический госпиталь им. Н.Н. Бурденко,55.7700958,37.6991584
clinic,Диагностический клинический центр №1,55.6483475,37.5183455
clinic,Детская городская поликлиника №48 Филиал №3,55.7141789,37.7383829
clinic,Мать и дитя,55.6694,37.5812322
clinic,Родильный дом №4,55.6621165,37.525864
clinic,Прима Медика,55.6617086,37.5266916
mall,Изумрудный город,55.4724014,37.3038313
clinic,,55.6408932,37.4770939
clinic,Кожно-венерологический клинический диспансер № 29,55.6848808,37.5832952
clinic,Федеральный научно-клинический центр,55.6165849,37.7640299
school,ЦО 1432,55.6426021,37.3414064
clinic,Родильный дом №25,55.7017218,37.563179
mall,Феникс,55.7006142,37.8548311
clinic,Родильный дом №3,55.7170524,37.4769631
clinic,Женская консультация №2,55.88951,37.6230427
clinic,Поликлиника №6,55.8588248,37.656123
clinic,Детская поликлиника №126 (филиал),55.8537563,37.6572717
clinic,Городская поликлиника №6 филиал №2,55.801414,37.582493
clinic,Детская поликлиника 111,55.6107361,37.539516
school,Школа № 1355,55.5404804,37.5778667
clinic,Новый Взгляд,55.7658968,37.4128294
clinic,Поликлиника МСЧ №33,55.828305,37.6689616
kindergarten,"Школа №439 ""Интеллект"" (дошкольное отделение №3)",55.735387,37.7470929
clinic,Поликлиника Центросоюза,55.7872356,37.6321942
clinic,Женская консультация,55.6513386,37.3986095
clinic,Поликлиника №210,55.6374489,37.6955841
clinic,Поликлиника Военно-морского Флота №10,55.8341959,37.4533405
school,Классический пансион МГУ им. М.В. Ломоносова,55.7161568,37.4355618
clinic,Поликлиника №219,55.8352555,37.4188353
clinic,Филиал №2 ГБУЗ Психиатрической Больницы №13 ДЗМ,55.7638585,37.7178638
clinic,Поликлиника,55.5051754,37.562819
clinic,Детская поликлиника,55.5066102,37.5667313
clinic,Детская поликлиника №124,55.6433739,37.4050502
clinic,Поликлиника №194,55.6518142,37.4000512
clinic,Городская поликлиника №107 (филиал №3),55.8819741,37.6403712
mall,Совёнок-2,55.7957485,37.5936274
mall,Совёнок-1,55.7967721,37.5939098
kindergarten,Детский сад №1071,55.7931586,37.5080654
clinic,Медицинский центр Надежда,55.817023,37.8291005
school,Центр творчества и рукоделия Фея,55.6433361,37.4106566
clinic,Больница,55.59468,37.3648329
clinic,Детская поликлиника №118,55.5716493,37.5655095
clinic,Поликлиника,55.4315799,36.8713828
clinic,Поликлиника,55.6195498,37.4725952
clinic,Будь здоров,55.7264249,37.5791868
clinic,Челюстно-лицевой госпиталь для ветеранов войн,55.7142201,37.6148358
school,"Центр детского творчества ""Солнцево""",55.64866,37.393593
school,школа №1007,55.6488818,37.3987263
clinic,,55.4488114,37.5101034
clinic,Медицинский центр Винцера,55.8301989,37.4525561
clinic,Поликлиника №1,55.7653652,37.6350289
kindergarten,Детский сад №2143,55.8059612,37.6377796
school,Школа №1,55.6890655,37.5378735
clinic,БиоМи Вита,55.7817352,37.5844846
clinic,Центр доктора Бубновского,55.7825046,37.5848096
clinic,"Городская поликлиника № 39, филиал № 1",55.7834041,37.5783297
school,"Станция юных талантов ""Солнцево""",55.644486,37.410415
clinic,Иммунотест,55.7846481,37.6153911
clinic,Клинический онкологический диспансер №1,55.7540776,37.6789166
clinic,Мать и дитя,55.7241576,37.4460513
clinic,Женская консультация №15,55.7818945,37.6640764
school,Московская международная гимназия,55.755926,37.8012033
clinic,Детская поликлиника №129,55.6204605,37.5927232
clinic,Imma Медицинская клиника,55.8040962,37.6451
clinic,"Детская городская поликлиника № 81, филиал № 1",55.648375,37.5176659
clinic,Поликлиника № 4,55.9846433,37.1637586
clinic,Поликлиника 52 филиал 2,55.5907772,37.6537292
clinic,Поликлиника ФТС РФ,55.7564077,37.7444534
kindergarten,Центр Родник,55.707117,37.6588989
kindergarten,Жемчужина,55.7070518,37.6585598
kindergarten,Детский сад №2069,55.7307724,37.426884
kindergarten,Детский сад №33,55.7461882,37.7574892
clinic,Центральная поликлиника №5 Министерства обороны РФ,55.7976221,37.4843282
clinic,Женская консультация при поликлинике №215,55.8771161,37.7262366
kindergarten,Детский сад №1309,55.8133975,37.639607
clinic,СМ-Клиника,55.8277533,37.5144488
clinic,Женская консультация при поликлинике №214,55.6070245,37.7327905
school,Церковно-приходская школа «Косинская»,55.7189918,37.858583
clinic,Детская поликлиника №120,55.7137995,37.8852524
kindergarten,Школа 1574 Дошкольное отделение,55.7733226,37.6004213
school,Школа №1362,55.7898108,37.7410624
school,Школа № 1195,55.7172298,37.4197645
school,Средняя школа №72,55.7475855,37.4985787
kindergarten,Детский сад №252,55.6934079,37.585788
clinic,Поликлиника при Финансовом университете,55.7999839,37.5286606
clinic,МНПЦ Наркологии,55.6964778,37.7355073
clinic,Кожно-венерологический диспансер №20 (отдел медосмотров),55.8842333,37.687146
kindergarten,Детский сад №2516,55.6124107,37.2896721
school,Центр образования №1473 им. Г. А. Тарана,55.6129542,37.2888866
clinic,Агапе,55.6702675,37.7590794
clinic,Поликлиника.ру,55.7687005,37.6567262
clinic,Психиатрическая больница № 14 Филиал № 2,55.6470743,37.6559632
clinic,Major Clinic,55.727482,37.6245676
clinic,Поликлиника №4 Урологический кабинет,55.8042626,37.7956136
school,Школа надомного обучения №381,55.8047269,37.7928053
clinic,Городская поликлиника №67,55.7005809,37.6193928
clinic,Лечебно-оздоровительный центр №10,55.8145998,37.4571565
clinic,Детская поликлиника №6 (филиал),55.7778097,37.4706763
clinic,Поликлиника № 22 филиал 4,55.6776515,37.5977294
school,Школа №384,55.7090604,37.3977818
school,Школа №383,55.7084309,37.3974133
clinic,Здоровое поколение,55.7147822,37.6101754
clinic,Городская клиническая больница имени М.П. Кончаловского,55.9834718,37.2338643
clinic,Поликлиника №115 Филиал №2 Отделение восстановительного лечения,55.779431,37.4583217
school,"Школа исскуств при ДК ""Воскресенское""",55.5299173,37.4450512
clinic,Детская поликлиника №51,55.7101611,37.3944338
clinic,Поликлиника №143,55.7101122,37.3956388
clinic,Взрослая поликлиника,55.5480125,37.3229662
clinic,Университетская клиническая больница №1,55.7285674,37.5625755
kindergarten,Детский сад №1321,55.7222138,37.6662232
clinic,Поликлиника №3 Управления делами Президента РФ,55.777866,37.645191
clinic,Детская городская поликлиника № 39 Филиал № 2,55.80212,37.5417294
kindergarten,Школа № 67. Отделение дошкольного образования № 4,55.7372044,37.5328738
kindergarten,Детский сад №1123,55.6904012,37.5451365
clinic,Поликлиника восстановительного лечения №6,55.6945558,37.5523717
clinic,Клинико-диагностический центр №4 филиал №1,55.7478615,37.5557323
kindergarten,Детский сад №3,55.793622,37.4818594
clinic,Эксимер,55.7379612,37.6621376
school,ВКС-International House,55.9959905,37.2089259
clinic,Детский центр диагностики и лечения им. Н.А. Семашко,55.7735256,37.687457
kindergarten,Детский сад компенсирующего вида №1093,55.7207776,37.5750012
kindergarten,Детский сад №1359,55.7185682,37.5796113
clinic,Детская городская поликлиника №38 филиал №1,55.7205074,37.5810528
clinic,МедЦентрСервис,55.6438773,37.5242593
clinic,Наркологический диспансер №2,55.7797999,37.518037
kindergarten,Почемучка,55.6446753,37.5198495
clinic,ГеноТехнология,55.6412765,37.5232357
clinic,Медолимп,55.6412159,37.5228709
kindergarten,Детский сад № 219,55.7058311,37.5829786
school,"Школа № 7, филиал № 1",55.6791957,37.5253409
kindergarten,Детский сад № 1136,55.6925084,37.5397693
kindergarten,Детский сад №2042,55.6940211,37.554457
kindergarten,Детский сад № 2558,55.6862785,37.5379804
kindergarten,Детский сад № 2558,55.6872354,37.5396966
kindergarten,Детский сад № 2558,55.6899587,37.5391276
kindergarten,Детский сад №4,55.6998837,37.5549115
school,Н.ш. - д.с. № 1708,55.6853591,37.5386444
kindergarten,"Начальная школа, д/с №1851",55.6914932,37.5361552
kindergarten,Детский сад 1432,55.6805283,37.5202222
kindergarten,Начальная школа-детский сад №1620,55.6812095,37.5279342
school,Начальная школа-детский сад №1620,55.6814973,37.5295702
school,Начальная школа-детский сад №1620,55.6824634,37.5250336
school,Школа №7 (филиал №2),55.6829241,37.5270539
school,Школа №119,55.6798473,37.5213993
kindergarten,Детский сад №1774,55.6784526,37.5166749
school,"СААШ ""Марина""",55.6763945,37.5207685
kindergarten,Детский сад №375,55.668598,37.5233243
school,Школа 1181 (для пациентов больницы),55.6510947,37.4931563
kindergarten,Начальная школа-детский сад 1708,55.6797497,37.5358815
kindergarten,Детский сад № 1041,55.6854919,37.5637465
kindergarten,Детский сад № 2171,55.6798608,37.5641675
kindergarten,Детский сад № 2171,55.6810221,37.565399
school,"Лицей №1525 ""Воробьевы горы""",55.7029962,37.5544024
kindergarten,Школа № 1536. Корпус дошкольного образования,55.6817005,37.5420596
school,Школа № 1318 (киношкола),55.6870452,37.5298416
school,"Центр дополнительного образования детей ""Диалог наук""",55.6950395,37.5518003
kindergarten,Детский сад № 1462,55.6665921,37.5851997
school,"Школа ""Промо-М""",55.643379,37.47992
kindergarten,ДОУ 2415,55.6521405,37.5192693
school,"Лингвистический центр ""Маленький принц""",55.5603501,37.5854943
kindergarten,Детский сад №2359,55.5700174,37.5901073
school,"ДООЦ ""Юго-Западный""",55.6085997,37.5287946
school,"Лингвистический центр ""Маленький принц""",55.6018739,37.5452392
school,"Школа ""Ясенево""",55.5950379,37.5381405
kindergarten,Детский сад № 2480,55.6514906,37.5973955
kindergarten,"Школа № 1205 ""Исток 2""",55.6769338,37.547569
kindergarten,"Школа 1948 ""Лингвист-М""",55.6641266,37.5549242
clinic,Детская городская поликлиника №104 Филиал №3,55.7788782,37.7087416
clinic,Евромедпрестиж,55.717791,37.6032097
clinic,Городская семейная клиника,55.747131,37.7694005
clinic,Lique Deluxe,55.7583175,37.6522008
school,"Православная школа во имя иконы божией Матери ""Скоропослушница""",55.5899136,37.6517472
kindergarten,ДОУ №87,55.6696127,37.6289439
school,"Государственное бюджетное образовательное учреждение города Москвы центр лечебной педагогики и дифференцированного обучения ""Возрождение""",55.6632193,37.6485723
kindergarten,"ГБОУ школа № 507, здание № 14 Семицветик",55.6616667,37.6322709
school,"ННОУ ""Эрудит""",55.6793447,37.6545815
school,Негосударственное образовательное учреждение русская гуманитарная школа,55.6655864,37.6431838
kindergarten,Детский сад №67,55.7999182,37.5265136
kindergarten,Средняя общеобразовательная школа № 1073,55.6622784,37.6261054
kindergarten,Детский сад № 131,55.7079922,37.661336
kindergarten,Детский сад № 1672,55.7035467,37.6639557
kindergarten,Школа № 630 им. дважды Героя Советского Союза Г.П. Кравченко. Дошкольное отделение,55.7112246,37.6111345
kindergarten,Детский сад № 307,55.7192549,37.6484758
kindergarten,Детский сад №852,55.7195446,37.6607312
kindergarten,Детский сад №2172,55.7221258,37.5768038
kindergarten,Детский сад № 1257,55.7634797,37.5567572
kindergarten,"Романовская школа, дошкольное отделение № 9 «Анютины глазки»",55.7502211,37.5235882
kindergarten,"Школа № 1241, дошкольное отделение",55.7580315,37.5528012
kindergarten,ДО №6 Улыбка,55.7725055,37.5832127
school,"Школа ""ЭПОС""",55.68292,37.7049666
clinic,,56.0073295,37.2098769
school,"ЦПМСС ""Взаимодействие""",55.6603447,37.6252917
kindergarten,Пушкинская школа № 1500 Дошкольное отделение,55.7699808,37.6490512
kindergarten,Детский сад №37,55.7758727,37.6468774
school,"ЦДТ ""Логос""",55.7098599,37.6427218
kindergarten,Детский сад №65,55.7132417,37.6679007
kindergarten,,55.7034523,37.6735585
kindergarten,,55.7033024,37.6691982
kindergarten,ДОУ №729,55.7540076,37.5844648
kindergarten,"НОУ ""Атлант""",55.624655,37.6074245
kindergarten,Детский сад №2500,55.6936898,37.7376052
school,"АНО СОШ ""Учебный центр Перспектива""",55.6374278,37.6143473
school,Ювенес,55.8393316,37.403236
school,Школа №435,55.7746135,37.7048526
kindergarten,Детский сад №1609,55.7236994,37.7697169
school,Школа №1113,55.7691104,37.6030203
kindergarten,Детский сад №1192,55.780008,37.615793
kindergarten,"Романовская школа, дошкольное отделение № 4 «Солнышко»",55.7650358,37.5621154
kindergarten,Детский сад №1548,55.7214707,37.578384
kindergarten,Детский сад № 1786,55.7573124,37.5420359
kindergarten,"Школа № 1241, дошкольное отделение",55.767322,37.5560413
kindergarten,"Школа № 1241, дошкольное отделение",55.7678856,37.5558112
kindergarten,ЦРР детский сад № 1842,55.7706674,37.586669
kindergarten,"Школа №1621 ""Древо жизни"". Дошкольное отделение",55.7665753,37.6536785
kindergarten,Детский сад № 26,55.7085092,37.6595251
kindergarten,Центр развития ребёнка №2364,55.7671373,37.5829561
kindergarten,ДОУ №2237,55.6793049,37.646904
kindergarten,ДОУ №6,55.7714842,37.667638
clinic,Моситалмед,55.7494159,37.5908244
kindergarten,"Московская международная школа. Подразделение ""Планета Марс""",55.7644746,37.7862673
kindergarten,"Московская международная школа. Подразделение ""Планета Венера""",55.7638021,37.7828847
kindergarten,Школа № 1231 им. В. Д. Поленова. Дошкольный корпус,55.7278139,37.5606804
school,Школа №654 имени А. Д. Фридмана. Учебный корпус №4,55.694833,37.7362385
school,"Центр психолого-педагогической реабилитации и коррекции ""Восточный""",55.7820621,37.7276916
kindergarten,Детский сад №118,55.7801928,37.730691
kindergarten,Детский сад №227 (встр),55.7837038,37.7331763
kindergarten,Детский сад №1089,55.7268272,37.5619022
kindergarten,Детский сад №1108,55.7209937,37.5775343
kindergarten,Детский сад компенсирующего вида №1476,55.7239375,37.5823418
kindergarten,Детский сад №676,55.72473,37.5664425
clinic,АвроМед,55.7228902,37.4003365
kindergarten,"Московская международная школа. Подразделение ""Планета Меркурий""",55.7589128,37.7886511
clinic,Женская консультация,55.7649278,37.7335931
kindergarten,Детский сад №1107,55.7822439,37.7422118
clinic,Наркологический диспансер №4,55.7846359,37.7411436
kindergarten,Детский сад №960,55.794034,37.7905245
kindergarten,Детский сад №2251,55.7936427,37.7982305
clinic,Поликлиника Министерства сельского хозяйства России,55.7710379,37.6458456
clinic,Филиал №7 МНПЦ борьбы с туберкулезом по ЦАО,55.7628403,37.6809321
mall,Родной,55.6679278,37.5900279
clinic,Детская городская поликлиника №39 Филиал №1,55.8031934,37.4967843
clinic,Женская консультация № 7,55.7365078,37.6379824
school,Центр образования № 118,55.6869036,37.5295957
kindergarten,Детский сад №1500,55.7061792,37.5725787
clinic,Институт аллергологии и клинической иммунологии. Детский медицинский центр.,55.8026321,37.4562606
school,"Центр образования ""Измайлово"" № 1811",55.7939167,37.8147527
school,Школа № 1208 имени Героя Советского Союза М.С. Шумилова. Корпус № 1,55.7077593,37.7712348
kindergarten,Детский сад №1905 (встр),55.7619833,37.7347428
school,Искусство жизни,55.6411562,37.5225154
school,Школа №1560 корпус им. А. С. Пушкина,55.7796573,37.4960053
clinic,Мать и дитя,55.7486201,37.8199555
school,"Спортивно-технический центр ""Икар""",55.7585593,37.7115837
school,"Спортивно-технический центр ""Икар""",55.7718921,37.7111201
clinic,Микс,55.8020587,37.455113
clinic,Палиха,55.7852305,37.6014331
clinic,Центр клинической психиатрии,55.875856,37.588184
clinic,Городская поликлиника №61,55.6211264,37.5932322
clinic,ГБУЗ МНПЦДК ДЗМ филиал Останкинский,55.8136214,37.6366944
clinic,Детская поликлиника №36 СЗАО,55.7885879,37.4948876
kindergarten,Детский сад № 2416,55.7821094,37.736209
clinic,Городская поликлиника 129 филиал 2,55.7729237,37.7082117
school,Знаменская гимназия,55.8575416,37.4997164
clinic,ВиТерра,55.6412181,37.5238952
clinic,Мамина клиника,55.7694886,37.6399934
kindergarten,Детский сад № 2296,55.7920113,37.5674501
clinic,ДЭЗ-сервис,55.8088241,37.5696725
clinic,Гимед,55.9715066,37.1665203
clinic,Детская городская поликлиника №61 филиал №2,55.7293329,37.6645447
mall,1000 мелочей,55.9932729,37.2132454
clinic,Центральный Институт Дерматокосметологии,55.7687252,37.6390646
clinic,Детская поликлиника,55.7405371,37.861917
clinic,Голден Медикал Клаб,55.7369554,37.8479159
school,"Детская музыкально-хоровая школа ""Радость""",55.8395702,37.5294679
clinic,Женская консультация,55.7995595,37.791361
clinic,Районная Больница Кузнечики,55.400905,37.4504483
kindergarten,"Школа №439 ""Интеллект"" (дошкольное отделение №1)",55.7345153,37.745368
clinic,Детская поликлиника №13 (филиал),55.7356147,37.7513118
mall,Дом быта,55.995724,37.2117502
kindergarten,Детский сад №1945,55.7540246,37.7102476
school,"Центр еврейского образования ""Бейт швидлер""",55.7897637,37.6089304
clinic,Мать и Дитя,55.7496941,37.8231761
kindergarten,Дом-интернат №24,55.7086934,37.4027989
kindergarten,Детский сад № 1303,55.7093651,37.400421
kindergarten,Детский сад №826,55.7099044,37.3979614
kindergarten,Детский сад №825,55.712688,37.3959111
school,Школа №800,55.719514,37.3979587
clinic,Эдем клиник,55.7800615,37.723085
clinic,Детская поликлиника №48,55.6940343,37.7419151
clinic,Психоневрологический диспансер №17,55.833977,37.4542085
clinic,Profi Clinic,55.8130685,37.4705923
kindergarten,Школа № 113. Корпус дошкольного образования №6,55.6425327,37.5030157
school,Школа №423,55.7571365,37.8020241
school,Школа № 65,55.7226991,37.4144154
mall,"Торгово-развлекательный центр ""Авентура""",55.6369458,37.5984585
kindergarten,Детский сад № 2573,55.7201476,37.3985489
kindergarten,"Школа № 1400, 3 ДО",55.7238909,37.4095085
school,Ломоносовская школа,55.717908,37.4211398
school,Школа здоровья № 239,55.712719,37.4056885
school,Школа №1195,55.7166073,37.415906
school,Школа №714,55.7232637,37.4082378
clinic,Мать и дитя,55.8015315,37.5839736
clinic,"Городская поликлиника №120, отделение неотложной медецинской помощи",55.8678719,37.6733583
clinic,Поликлиника №3 ЦКБ РАН,55.7016058,37.5614228
clinic,"Филиал № 5 Московского научно-практического центра медицинской реабилитации, восстановительной и спортивной медицины",55.8112906,37.636472
kindergarten,Школа №218. Дошкольное отделение,55.8127657,37.5732614
clinic,Медсанчасть №53,55.7214754,37.6728842
clinic,Будь здоров,55.7921511,37.5997004
clinic,Медцентр Столица,55.6746116,37.5227066
kindergarten,Детский сад № 1284,55.7247929,37.4408259
kindergarten,Детский сад № 943,55.7237007,37.4403719
school,Школа №587,55.7215752,37.4287987
school,Школа № 802,55.7244384,37.4270222
kindergarten,Детский сад № 1599,55.7586289,37.4037759
kindergarten,Детский сад № 2515,55.7578452,37.4038997
clinic,Edismedco,55.6414601,37.6163657
mall,Петровский,55.7175357,37.4141378
kindergarten,"Школа № 1400, 1 ДО",55.7191818,37.4096116
kindergarten,"Школа № 1400, 2 ДО",55.7190977,37.4112714
clinic,Поликлиника №7 Федеральной службы безопасности,55.7912839,37.6125386
school,Школа №77,55.7668171,37.7275087
clinic,Клиника лечения позвоночника,55.738012,37.5161456
clinic,Он клиник,55.7719384,37.6221414
clinic,Abc-медицина,55.7608263,37.6436978
clinic,ГУТА-клиник,55.7729726,37.6032026
kindergarten,ЛУЧиК,55.7427543,37.6009831
clinic,"Поликлиника №62, филиал №4",55.7894186,37.5717835
school,Немецкая школа в Москве,55.6643708,37.4953235
clinic,МедикСити,55.7920587,37.5744793
clinic,Здоровье,55.8123193,37.5775868
clinic,Детская городская поликлиника №19,55.8008542,37.567579
kindergarten,Школа 1601 дошкольное отделение,55.8004005,37.5683713
kindergarten,Детский сад №2509,55.6595529,37.5179687
clinic,Поликлиника «Здоровье»,55.7977872,37.5663218
clinic,Evolutis clinic,55.7261493,37.4791759
clinic,Поликлиника ФНПР,55.7098333,37.5866037
school,Детский досуговый центр «Аист»,55.7153262,37.779866
kindergarten,,55.7341456,37.7051295
clinic,Доктор Анна,55.6618371,37.5095217
clinic,Наша клиника,55.6887012,37.4748335
clinic,Центр восстановления зрения,55.6885606,37.4750215
clinic,Медицинский женский центр,55.7466527,37.6549337
clinic,Медицинский центр Гриценко,55.749008,37.5656817
kindergarten,Kids Land,55.7695438,37.6574932
clinic,Столица,55.6568568,37.4967449
clinic,Врачебно-физкультурный диспансер № 1,55.7886069,37.5928038
clinic,ЭФиС,55.7654017,37.6533626
clinic,Медицинская Лига XXI Век,55.7313301,37.6089012
clinic,Женская консультация №6,55.7586546,37.6354839
clinic,Клиника на Потаповскомъ,55.7601213,37.6410069
clinic,Клиника здорового зрения,55.7481802,37.8200052
clinic,Альба,55.735042,37.4067263
clinic,СМ-Клиника,55.7362976,37.4098118
kindergarten,Детский развивающий центр,55.7085875,37.8097785
clinic,Центр традиционной восточной медицины,55.768402,37.6069157
clinic,Эдем,55.7563325,37.6022971
clinic,Можайка 10,55.7215291,37.4354683
clinic,ГБУЗ МНПЦДК ДЗМ филиал Кутузовский,55.7384362,37.5320172
school,Воскресная школа церкви Евангельских христиан-баптистов Воскресение,55.6427918,37.6760494
clinic,Противотуберкулезный диспансер № 5,55.6776013,37.6895525
clinic,Наркологический диспансер,55.7057698,37.6590573
clinic,1-й хирургический корпус,55.9834127,37.2337146
clinic,2-й хирургический корпус,55.9838947,37.2327464
clinic,Административный корпус,55.9840003,37.233952
clinic,Центр эндоваскулярного лечения ИБС,55.6726104,37.6552598
clinic,Доктор 2000,55.7570034,37.6078058
clinic,"Детский центр ""Моя клиника""",55.6463863,37.4146642
kindergarten,Гном,55.6518755,37.4107465
clinic,Интелмед,55.6518556,37.4110853
clinic,Леоклиник,55.7581959,37.6011526
clinic,MedSwiss,55.7580444,37.6003437
clinic,Психоневрологический диспансер №2,55.7499217,37.5823807
clinic,Поликлиника №2 ЦКБ РАН,55.6998531,37.5587809
kindergarten,"ГБОУ Школа № 429 ""Соколиная гора"". Дошкольное здание",55.7616574,37.7364917
clinic,,55.5812285,37.6809503
clinic,Врачебно-физкультурный диспансер №19,55.797437,37.4900361
clinic,Столичная медицинская клиника,55.7676281,37.6309681
clinic,"Поликлиническое отделение ФГБУ ""МНИОИ им. П. А. Герцена"" Минздрава России",55.7344987,37.5707894
mall,1000 вещей,55.6798441,37.6665268
clinic,Медицина,55.7735047,37.5943786
clinic,Чудо Доктор,55.74609,37.67724
clinic,Чудо Доктор,55.7456302,37.6706142
clinic,ФилиМед,55.7486185,37.5146794
clinic,СМ-Доктор,55.8242264,37.5193047
clinic,МединаМед,55.8732519,37.5577483
kindergarten,Детский сад № 232,55.8151625,37.5670383
clinic,,55.3256302,37.3485747
clinic,Медицинский центр на Ботанической,55.8457426,37.5838686
clinic,Центральная медико-санитарная часть № 119,55.7923411,37.6061094
clinic,Медцентр,55.6264771,37.615206
clinic,СМ-Клиника (отд. МРТ и КТ),55.8275651,37.5139967
clinic,Медси,55.7388707,37.5871916
clinic,Семейный Доктор,55.8712156,37.6493996
kindergarten,"Лицей № 1586, дошкольное отделение 2",55.7151446,37.5173189
kindergarten,"Лицей № 1586, дошкольное отделение 3",55.7130673,37.5169617
kindergarten,"Лицей №1586, дошкольное отделение",55.7127864,37.5206021
clinic,Доктор Пластик,55.7656852,37.6390155
clinic,Ваш Доктор,55.8548246,37.4470996
kindergarten,Детский сад 1920,55.7933528,37.5837546
clinic,Наркологическая клиническая больница №17,55.6569746,37.604314
kindergarten,,55.8182793,37.5054235
kindergarten,"Школа с углубленным изучением английского языка № 1270, дошкольное отделение № 2",55.749667,37.659845
school,Школа № 2104,55.7495507,37.6585411
clinic,Медси,55.7201508,37.6357489
clinic,,55.7310195,37.5724227
school,Филипповская Школа,55.7293782,37.5708461
clinic,Арбат эстетик,55.750086,37.5852968
clinic,Городская поликлиника №68,55.7502324,37.5907972
clinic,Институт красоты на Арбате,55.7511032,37.5922707
clinic,Abc-медицина,55.680684,37.5143601
clinic,Raylife,55.7454183,37.5574388
clinic,Знакомый доктор,55.8502478,37.4490677
clinic,Нева,55.7183084,37.6322395
clinic,Центр иммунологии и репродукции,55.6505289,37.7409385
clinic,Многопрофильный медцентр,55.7570153,37.801537
clinic,Детская клиника «СМ-Доктор»,55.8242534,37.5193433
school,Школа № 1208 имени Героя Советского Союза М.С. Шумилова. Корпус № 4,55.7071909,37.7710406
school,ГБОУ ЦПМСС «Северо-Запад»,55.815695,37.3984929
clinic,Сосудистая клиника,55.7622791,37.5681123
clinic,"Медицинский центр ""Лера""",55.7096967,37.6237908
school,Школа № 60,55.736385,37.4141123
school,Школа № 64,55.7370554,37.4141306
clinic,Городской Фонд ДНК-исследований,55.6818102,37.5643006
clinic,МедиАрт Клиник,55.8391403,37.4859469
clinic,Консультативно-поликлиническое отделение для детей до 3-х лет,55.8030875,37.5458826
clinic,Медисан,55.7570446,37.6372795
clinic,Детский центр диагностики и лечения им. Н. А. Семашко,55.7234287,37.5794124
clinic,Поликлиника №12 Отделение №1,55.8072387,37.5820358
clinic,Revival,55.7060456,37.5856012
clinic,ТН-Клиника,55.73025,37.619546
clinic,Детская клиника МЕДСИ,55.7663166,37.5962377
kindergarten,Гимназия №1551 корпус №3 (дошкольное отделение),55.8457996,37.4503084
clinic,МРТ-Центр,55.885907,37.4043004
clinic,Клиника здоровой спины,55.9071039,37.3865575
clinic,Бронхолегочный детский санаторий №29,55.8134687,37.6345916
clinic,Европейский Центр ортопедии и терапии боли,55.7887258,37.6118905
clinic,Он Клиник,55.7534809,37.5882801
clinic,"Медико-социальный центр ""Мега Профи""",55.7367965,37.6499211
clinic,Интегритас,55.7443133,37.6489921
clinic,Кредэ Эксперто,55.742349,37.6624355
clinic,"Медико-эстетический центр ""Руж""",55.7616639,37.6047744
clinic,Медси,55.7972617,37.5408255
kindergarten,Лукоморье,55.8044871,37.5385491
kindergarten,,55.7992699,37.5535226
clinic,Медик,55.8466286,37.4366994
clinic,Здоровье человека,55.7590606,37.4160421
school,б2о6,55.656123,37.4041211
clinic,Центр рентгенодиагностики Пикассо,55.7096424,37.6242916
clinic,Клиника современных технологий,55.7692722,37.6265095
clinic,Grand Clinic,55.7638579,37.6428494
clinic,Help,55.7637695,37.634777
clinic,L'Art de la Vie,55.7673273,37.6269934
kindergarten,P'titCREF,55.750418,37.597092
clinic,Европейская клиника,55.6811644,37.5304924
clinic,Лечу.ru,55.663498,37.4785178
clinic,Медицинский центр доктора Гуделя,55.789714,37.672698
clinic,Sculptura,55.7714487,37.5822992
clinic,Клиника Доктора Куренкова,55.7539686,37.4056277
clinic,Real Clinic,55.7729659,37.586637
clinic,Психоневрологический диспансер №23,55.7258367,37.5867856
clinic,МедЦентрСервис,55.678295,37.51064
clinic,Клиника на Ленинском 123,55.6467453,37.4787621
clinic,Дипломат Клиник,55.7644446,37.5956914
clinic,Косметик сервис,55.7920786,37.6027423
clinic,Сосудистый Медцентр,55.8412969,37.3769998
clinic,Клиника Семейная,55.7471766,37.6739374
clinic,Поликлиника №2 имени Семашко,55.7302619,37.6187751
clinic,Лечу.ру,55.8397897,37.3783435
clinic,MD-клиник,55.831331,37.3527313
clinic,Приор,55.7824786,37.6418134
clinic,Бикод,55.8168705,37.5022858
school,,55.686451,37.5382072
school,,55.6871486,37.5394425
clinic,S-Med,55.7640192,37.5936913
clinic,Литех,55.628514,37.5174964
clinic,"Московский научно-практический центр дерматовенерологии и косметологии, филиал «Тушинский»",55.8454898,37.4238715
clinic,Medok,55.8511349,37.3545728
clinic,Дарыгер,55.8286016,37.6301325
clinic,Нейропсихолог,55.8513967,37.3518795
clinic,GEMC,55.7884815,37.6193044
clinic,Он Клиник,55.7375921,37.5871857
clinic,ЗдравКлиник,55.72875,37.6105361
clinic,Поликлиника.ру,55.7062806,37.660737
clinic,Поликлиника.ру,55.7389969,37.6645492
clinic,АвторМЕД,55.6470323,37.4803087
school,Школа Английского,55.8871929,37.6509059
clinic,В Тропарево,55.6431489,37.4725635
clinic,Brava,55.7173682,37.6187829
clinic,Российский научный центр медицинской реабилитации и курортологии,55.7529409,37.5810777
